name,icon,id,description,members,gp_value,lowalch,limit,highalch
Ahrim's robeskirt,https://oldschool.runescape.wiki/images/Ahrim's_robeskirt.png,4714,Ahrim the Blighted's armoured robe skirt.,https://oldschool.runescape.wiki/images/Member_icon.png,47000,18800,15,28200
Ahrim's robeskirt 0,https://oldschool.runescape.wiki/images/Ahrim's_robeskirt_0.png,4878,Ahrim the Blighted's armoured robe skirt.,https://oldschool.runescape.wiki/images/Member_icon.png,47000,18800,15,28200
Ahrim's robetop,https://oldschool.runescape.wiki/images/Ahrim's_robetop.png,4712,Ahrim the Blighted's armoured robe top.,https://oldschool.runescape.wiki/images/Member_icon.png,50000,20000,15,30000
Ahrim's robetop 0,https://oldschool.runescape.wiki/images/Ahrim's_robetop_0.png,4872,Ahrim the Blighted's armoured robe top.,https://oldschool.runescape.wiki/images/Member_icon.png,50000,20000,15,30000
Ahrim's staff,https://oldschool.runescape.wiki/images/Ahrim's_staff.png,4710,Ahrim the Blighted's quarterstaff.,https://oldschool.runescape.wiki/images/Member_icon.png,85000,34000,15,51000
Ahrim's staff 0,https://oldschool.runescape.wiki/images/Ahrim's_staff_0.png,4866,Ahrim the Blighted's quarterstaff.,https://oldschool.runescape.wiki/images/Member_icon.png,85000,34000,15,51000
Air battlestaff,https://oldschool.runescape.wiki/images/Air_battlestaff.png,1397,It's a slightly magical stick.,https://oldschool.runescape.wiki/images/Member_icon.png,15500,6200,18000,9300
Air orb,https://oldschool.runescape.wiki/images/Air_orb.png,573,A magic glowing orb.,https://oldschool.runescape.wiki/images/Member_icon.png,300,120,11000,180
Air rune,https://oldschool.runescape.wiki/images/Air_rune.png,556,One of the 4 basic elemental Runes.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,4,1,50000,2
Air talisman,https://oldschool.runescape.wiki/images/Air_talisman.png,1438,A mysterious power emanates from the talisman...,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,4,1,11000,2
Air tiara,https://oldschool.runescape.wiki/images/Air_tiara.png,5527,A tiara infused with the properties of air.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,100,40,40,60
Airtight pot,https://oldschool.runescape.wiki/images/Airtight_pot.png,4436,This is pretty well sealed.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,15,6
Ale of the gods,https://oldschool.runescape.wiki/images/Ale_of_the_gods.png,20056,Ale of the gods.,https://oldschool.runescape.wiki/images/Member_icon.png,850,340,4,510
Ale yeast,https://oldschool.runescape.wiki/images/Ale_yeast.png,5767,A pot filled with ale yeast.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,11000,1
Amethyst,https://oldschool.runescape.wiki/images/Amethyst.png,21347,Maybe I can make something with this.,https://oldschool.runescape.wiki/images/Member_icon.png,3900,1560,13000,2340
Amethyst arrow,https://oldschool.runescape.wiki/images/Amethyst_arrow_5.png,21326,Arrows with amethyst heads.,https://oldschool.runescape.wiki/images/Member_icon.png,490,196,11000,294
Amethyst arrow(p),https://oldschool.runescape.wiki/images/Amethyst_arrow(p)_5.png,21332,Venomous-looking arrows.,https://oldschool.runescape.wiki/images/Member_icon.png,490,196,11000,294
Amethyst arrow(p+),https://oldschool.runescape.wiki/images/Amethyst_arrow(p+)_5.png,21334,Venomous-looking arrows.,https://oldschool.runescape.wiki/images/Member_icon.png,490,196,11000,294
Amethyst arrow(p++),https://oldschool.runescape.wiki/images/Amethyst_arrow(p++)_5.png,21336,Venomous-looking arrows.,https://oldschool.runescape.wiki/images/Member_icon.png,490,196,11000,294
Amethyst arrowtips,https://oldschool.runescape.wiki/images/Amethyst_arrowtips.png,21350,I can make some arrows with these.,https://oldschool.runescape.wiki/images/Member_icon.png,245,98,10000,147
Amethyst bolt tips,https://oldschool.runescape.wiki/images/Amethyst_bolt_tips_5.png,21338,Amethyst bolt tips.,https://oldschool.runescape.wiki/images/Member_icon.png,160,64,11000,96
Amethyst broad bolts,https://oldschool.runescape.wiki/images/Amethyst_broad_bolts_5.png,21316,Crossbow bolts with amethyst broad tips.,https://oldschool.runescape.wiki/images/Member_icon.png,240,96,11000,144
Amethyst dart,https://oldschool.runescape.wiki/images/Amethyst_dart.png,25849,A deadly throwing dart with an amethyst tip.,https://oldschool.runescape.wiki/images/Member_icon.png,400,160,11000,240
Amethyst dart tip,https://oldschool.runescape.wiki/images/Amethyst_dart_tip.png,25853,A deadly-looking dart tip made of amethyst - needs feathers for flight.,https://oldschool.runescape.wiki/images/Member_icon.png,200,80,11000,120
Amethyst dart(p),https://oldschool.runescape.wiki/images/Amethyst_dart(p).png,25851,A deadly throwing dart with an amethyst tip.,https://oldschool.runescape.wiki/images/Member_icon.png,400,160,11000,240
Amethyst dart(p+),https://oldschool.runescape.wiki/images/Amethyst_dart(p+).png,25855,A deadly throwing dart with an amethyst tip.,https://oldschool.runescape.wiki/images/Member_icon.png,400,160,11000,240
Amethyst dart(p++),https://oldschool.runescape.wiki/images/Amethyst_dart(p++).png,25857,A deadly throwing dart with an amethyst tip.,https://oldschool.runescape.wiki/images/Member_icon.png,400,160,11000,240
Amethyst javelin,https://oldschool.runescape.wiki/images/Amethyst_javelin.png,21318,An amethyst tipped javelin.,https://oldschool.runescape.wiki/images/Member_icon.png,420,168,11000,252
Amethyst javelin heads,https://oldschool.runescape.wiki/images/Amethyst_javelin_heads_5.png,21352,Needs a shaft.,https://oldschool.runescape.wiki/images/Member_icon.png,1520,608,10000,912
Amethyst javelin(p),https://oldschool.runescape.wiki/images/Amethyst_javelin(p).png,21320,An amethyst tipped javelin.,https://oldschool.runescape.wiki/images/Member_icon.png,420,168,7000,252
Amethyst javelin(p+),https://oldschool.runescape.wiki/images/Amethyst_javelin(p+).png,21322,An amethyst tipped javelin.,https://oldschool.runescape.wiki/images/Member_icon.png,420,168,7000,252
Amethyst javelin(p++),https://oldschool.runescape.wiki/images/Amethyst_javelin(p++).png,21324,An amethyst tipped javelin.,https://oldschool.runescape.wiki/images/Member_icon.png,420,168,7000,252
Amulet mould,https://oldschool.runescape.wiki/images/Amulet_mould.png,1595,Used to make amulets.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,5,2,40,3
Amulet of accuracy,https://oldschool.runescape.wiki/images/Amulet_of_accuracy.png,1478,It increases my aim.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,100,40,5,60
Amulet of avarice,https://oldschool.runescape.wiki/images/Amulet_of_avarice.png,22557,A hauntingly beautiful amulet bearing the shape of a skull.,https://oldschool.runescape.wiki/images/Member_icon.png,45000,18000,8,27000
Amulet of bounty,https://oldschool.runescape.wiki/images/Amulet_of_bounty.png,21160,Saves seeds when planting in allotments.,https://oldschool.runescape.wiki/images/Member_icon.png,900,360,10000,540
Amulet of chemistry,https://oldschool.runescape.wiki/images/Amulet_of_chemistry.png,21163,Useful when making potions - has the chance of giving an extra dose.,https://oldschool.runescape.wiki/images/Member_icon.png,1050,420,10000,630
Amulet of defence,https://oldschool.runescape.wiki/images/Amulet_of_defence.png,1729,An enchanted emerald amulet of protection.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1275,510,125,765
Amulet of defence (t),https://oldschool.runescape.wiki/images/Amulet_of_defence_(t).png,23309,An enchanted emerald amulet of protection that looks good.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1275,510,4,765
Amulet of eternal glory,https://oldschool.runescape.wiki/images/Amulet_of_eternal_glory.png,19707,A dragonstone amulet with an unlimited supply of magic charges.,https://oldschool.runescape.wiki/images/Member_icon.png,17625,7050,5,10575
Amulet of fury,https://oldschool.runescape.wiki/images/Amulet_of_fury.png,6585,A very powerful onyx amulet.,https://oldschool.runescape.wiki/images/Member_icon.png,202000,80800,8,121200
Amulet of glory,https://oldschool.runescape.wiki/images/Amulet_of_glory.png,1704,A very powerful dragonstone amulet.,https://oldschool.runescape.wiki/images/Member_icon.png,17625,7050,10000,10575
Amulet of glory (t),https://oldschool.runescape.wiki/images/Amulet_of_glory_(t).png,10362,A very powerful dragonstone amulet.,https://oldschool.runescape.wiki/images/Member_icon.png,17625,7050,5,10575
Amulet of glory (t4),https://oldschool.runescape.wiki/images/Amulet_of_glory_(t4).png,10354,A very powerful dragonstone amulet.,https://oldschool.runescape.wiki/images/Member_icon.png,17625,7050,5,10575
Amulet of glory (t6),https://oldschool.runescape.wiki/images/Amulet_of_glory_(t6).png,11964,A very powerful dragonstone amulet.,https://oldschool.runescape.wiki/images/Member_icon.png,17625,7050,5,10575
Amulet of glory(4),https://oldschool.runescape.wiki/images/Amulet_of_glory(4).png,1712,A dragonstone amulet with 4 magic charges.,https://oldschool.runescape.wiki/images/Member_icon.png,17625,7050,10000,10575
Amulet of glory(6),https://oldschool.runescape.wiki/images/Amulet_of_glory(6).png,11978,A dragonstone amulet with 6 magic charges.,https://oldschool.runescape.wiki/images/Member_icon.png,17625,7050,10000,10575
Amulet of magic,https://oldschool.runescape.wiki/images/Amulet_of_magic.png,1727,An enchanted sapphire amulet of magic.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,900,360,125,540
Amulet of magic (t),https://oldschool.runescape.wiki/images/Amulet_of_magic_(t).png,10366,An enchanted sapphire amulet of magic.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,900,360,5,540
Amulet of power,https://oldschool.runescape.wiki/images/Amulet_of_power.png,1731,An enchanted diamond amulet of power.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,3525,1410,125,2115
Amulet of power (t),https://oldschool.runescape.wiki/images/Amulet_of_power_(t).png,23354,An enchanted diamond amulet that looks good.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,4025,1610,5,2415
Amulet of strength,https://oldschool.runescape.wiki/images/Amulet_of_strength.png,1725,An enchanted ruby amulet.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,2025,810,125,1215
Amulet of the damned (full),https://oldschool.runescape.wiki/images/Amulet_of_the_damned_(full).png,12851,Heirloom of an ancient family of Morytania.,https://oldschool.runescape.wiki/images/Member_icon.png,58001,23200,8,34800
Amulet of torture,https://oldschool.runescape.wiki/images/Amulet_of_torture.png,19553,A deep sense of torture burns within this powerful amulet.,https://oldschool.runescape.wiki/images/Member_icon.png,202000,80800,8,121200
Amylase crystal,https://oldschool.runescape.wiki/images/Amylase_crystal_5.png,12640,Good for enhancing a super energy potion.,https://oldschool.runescape.wiki/images/Member_icon.png,20,8,11000,12
Ancestral hat,https://oldschool.runescape.wiki/images/Ancestral_hat.png,21018,The hat of a powerful sorceress from a bygone era.,https://oldschool.runescape.wiki/images/Member_icon.png,45000,18000,8,27000
Ancestral robe bottom,https://oldschool.runescape.wiki/images/Ancestral_robe_bottom.png,21024,The robe bottoms of a powerful sorceress from a bygone era.,https://oldschool.runescape.wiki/images/Member_icon.png,80000,32000,8,48000
Ancestral robe top,https://oldschool.runescape.wiki/images/Ancestral_robe_top.png,21021,The robe top of a powerful sorceress from a bygone era.,https://oldschool.runescape.wiki/images/Member_icon.png,120000,48000,8,72000
Ancestral robes set,https://oldschool.runescape.wiki/images/Ancestral_robes_set.png,21049,"A set containing an Ancestral hat, robe top and robe bottom.",https://oldschool.runescape.wiki/images/Member_icon.png,145000,58000,5,87000
Anchovies,https://oldschool.runescape.wiki/images/Anchovies.png,319,Some nicely cooked anchovies.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,15,6,15000,9
Anchovy pizza,https://oldschool.runescape.wiki/images/Anchovy_pizza.png,2297,A pizza with anchovies.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,60,24,10000,36
Ancient blessing,https://oldschool.runescape.wiki/images/Ancient_blessing.png,20235,"The misery that is now upon us is but the passing of greed, the bitterness of those who fear the way of progress.",https://oldschool.runescape.wiki/images/Member_icon.png,80,32,5,48
Ancient bracers,https://oldschool.runescape.wiki/images/Ancient_bracers.png,12490,Ancient blessed dragonhide vambraces.,https://oldschool.runescape.wiki/images/Member_icon.png,4000,1600,8,2400
Ancient brew(1),https://oldschool.runescape.wiki/images/Ancient_brew(1).png,26346,1 dose of Ancient brew.,https://oldschool.runescape.wiki/images/Member_icon.png,125,50,2000,75
Ancient brew(2),https://oldschool.runescape.wiki/images/Ancient_brew(2).png,26344,2 doses of Ancient brew.,https://oldschool.runescape.wiki/images/Member_icon.png,150,60,2000,90
Ancient brew(3),https://oldschool.runescape.wiki/images/Ancient_brew(3).png,26342,3 doses of Ancient brew.,https://oldschool.runescape.wiki/images/Member_icon.png,175,70,2000,105
Ancient brew(4),https://oldschool.runescape.wiki/images/Ancient_brew(4).png,26340,4 doses of Ancient brew.,https://oldschool.runescape.wiki/images/Member_icon.png,200,80,2000,120
Ancient ceremonial boots,https://oldschool.runescape.wiki/images/Ancient_ceremonial_boots.png,26229,Some ceremonial boots dedicated to an ancient god.,https://oldschool.runescape.wiki/images/Member_icon.png,40000,16000,8,24000
Ancient ceremonial gloves,https://oldschool.runescape.wiki/images/Ancient_ceremonial_gloves.png,26227,Some ceremonial gloves dedicated to an ancient god.,https://oldschool.runescape.wiki/images/Member_icon.png,40000,16000,8,24000
Ancient ceremonial legs,https://oldschool.runescape.wiki/images/Ancient_ceremonial_legs.png,26223,Some ceremonial robes dedicated to an ancient god.,https://oldschool.runescape.wiki/images/Member_icon.png,80000,32000,8,48000
Ancient ceremonial mask,https://oldschool.runescape.wiki/images/Ancient_ceremonial_mask.png,26225,A ceremonial mask dedicated to an ancient god.,https://oldschool.runescape.wiki/images/Member_icon.png,50000,20000,8,30000
Ancient ceremonial top,https://oldschool.runescape.wiki/images/Ancient_ceremonial_top.png,26221,Some ceremonial robes dedicated to an ancient god.,https://oldschool.runescape.wiki/images/Member_icon.png,100000,40000,8,60000
Ancient chaps,https://oldschool.runescape.wiki/images/Ancient_chaps.png,12494,Ancient blessed dragonhide chaps.,https://oldschool.runescape.wiki/images/Member_icon.png,6000,2400,8,3600
Ancient cloak,https://oldschool.runescape.wiki/images/Ancient_cloak.png,12197,An Ancient cloak.,https://oldschool.runescape.wiki/images/Member_icon.png,2000,800,8,1200
Ancient coif,https://oldschool.runescape.wiki/images/Ancient_coif.png,12496,Ancient blessed dragonhide coif.,https://oldschool.runescape.wiki/images/Member_icon.png,2000,800,8,1200
Ancient crozier,https://oldschool.runescape.wiki/images/Ancient_crozier.png,12199,An Ancient crozier.,https://oldschool.runescape.wiki/images/Member_icon.png,5000,2000,8,3000
Ancient crystal,https://oldschool.runescape.wiki/images/Ancient_crystal.png,21804,An ancient crystal containing magical energy.,https://oldschool.runescape.wiki/images/Member_icon.png,250000,100000,250,150000
Ancient d'hide body,https://oldschool.runescape.wiki/images/Ancient_d'hide_body.png,12492,Ancient blessed dragonhide body armour.,https://oldschool.runescape.wiki/images/Member_icon.png,13000,5200,8,7800
Ancient d'hide boots,https://oldschool.runescape.wiki/images/Ancient_d'hide_boots.png,19921,Ancient blessed dragonhide boots.,https://oldschool.runescape.wiki/images/Member_icon.png,9300,3720,8,5580
